/* DATA DESCRIPTION:
Citation:	Rojo, Maxence; Noer, Gunnar; Claud, Chantal (2019): Polar Low tracks in the Norwegian Sea and the Barents Sea from 1999 until 2019. PANGAEA, https://doi.org/10.1594/PANGAEA.903058, 
	Supplement to: Rojo, Maxence; Claud, Chantal; Noer, Gunnar; Carleton, Andrew M (2019): In Situ Measurements of Surface Winds, Waves, and Sea State in Polar Lows Over the North Atlantic. Journal of Geophysical Research: Atmospheres, 124(2), 700-718, https://doi.org/10.1029/2017JD028079
Abstract:	List of Polar Low (PL) events over the Nordic seas and their associated tracking for the period November 1999 until March 2018 using AVHRR imagery.
Related to:	Rojo, Maxence; Claud, Chantal; Mallet, Paul-Etienne; Noer, Gunnar; Carleton, Andrew M; Vicomte, Marie (2015): Polar low tracks over the Nordic Seas: a 14-winter climatic analysis. Tellus Series A-Dynamic Meteorology and Oceanography, 67(1), 24660, https://doi.org/10.3402/tellusa.v67.24660
Coverage:	MEDIAN LATITUDE: 71.099792 * MEDIAN LONGITUDE: 17.603222 * SOUTH-BOUND LATITUDE: 51.000000 * WEST-BOUND LONGITUDE: -32.000000 * NORTH-BOUND LATITUDE: 81.000000 * EAST-BOUND LONGITUDE: 81.000000
	DATE/TIME START: 1999-12-19T04:16:00 * DATE/TIME END: 2019-05-03T05:46:00
Event(s):	NordicSeas_NAtlantic * LATITUDE: 71.600000 * LONGITUDE: 18.000000 * LOCATION: Nordic Seas * METHOD/DEVICE: Satellite remote sensing (SAT)
Parameter(s):	Identification (ID) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * COMMENT: PolarLowID
	DATE/TIME (Date/Time) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Season (Season) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Observation (Obs) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LATITUDE (Latitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LONGITUDE (Longitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Optional value of approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Morphology (Morphology) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL at the time of observation, S = Spiraliform, C = Comma shaped, MGR = Merry-go-round, W = Wave system, U = Undefined, T = Transition between different forms, H = Hybrid, - = Systems don't appear completely on imagery
	Stage (Stage) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL development at the time of observation, F = Formation, M = Mature, D = Decay
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Specific mentions about PL
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Added from visual inspection of historical NOAA AVHRR images only, without support of observations or NWP
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Denotes uncertainties in visual inspection, and/or notes of the MET-NO list
	Pressure, atmospheric, minimum [hPa] (PPPP min) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Minimum pressure level recorded during PL lifecycle. Empty cells indicate that MSLP is not available.
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Maximum 10 minute 10m wind speed observed (in knots). Empty cells indicate that Max wind speed is omitted; #35 = 35-40
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Max 3 sec. gusts during PL lifecycle; #52 = 52(60)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	34555 data points
*/
ID (PolarLowID)	Date/Time	Season	Obs	Latitude	Longitude	Ø [km] (Approximative diameter of a c...)	Ø [km] (Optional value of approximati...)	Morphology (of PL at the time of observat...)	Stage (of PL development at the time...)	Comment (Specific mentions about PL)	Comment (Added from visual inspection ...)	Comment (Denotes uncertainties in visu...)	PPPP min [hPa] (Minimum pressure level record...)	ff gust [arbitrary units] (Maximum 10 minute 10m wind sp...)	ff gust [arbitrary units] (Max 3 sec. gusts during PL li...)
118	2009-04-05T08:58	2008/2009	5	72.0	25.5	430		C	M	Cirrus_waves_on_top	-		1008	30	
118	2009-04-05T10:39	2008/2009	6	71.7	27.0	520		C	M	Cirrus_waves_on_top	-		1008	30	
118	2009-04-05T12:18	2008/2009	7	71.5	29.0	470		C	M	Cirrus_waves_on_top	-		1008	30	
118	2009-04-05T18:49	2008/2009	8	69.5	36.5	280		C	M	Cirrus_waves_on_top	-		1008	30	
119	2009-04-20T01:50	2008/2009	1	71.8	36.0	400		U	F	-	-		1003	30	51
119	2009-04-20T03:31	2008/2009	2	71.2	37.0	360		U	M	-	-		1003	30	51
119	2009-04-20T06:42	2008/2009	3	70.0	38.5	320		H - S	M	-	-		1003	30	51
119	2009-04-20T08:09	2008/2009	4	69.5	39.0	290		S	M	-	-		1003	30	51
119	2009-04-20T09:50	2008/2009	5	69.0	40.5	310		H - S	M	-	-		1003	30	51
119	2009-04-20T11:45	2008/2009	6	68.5	41.0			-	M	-	-		1003	30	51
120	2010-01-08T09:06	2009/2010	1	80.5	13.5	160		C	F	Small_North_Of_Spitsbergen_Convergence	-			30	
120	2010-01-08T11:08	2009/2010	2	80.7	15.0	180		C	M	Small_North_Of_Spitsbergen_Convergence	-			30	
120	2010-01-08T12:58	2009/2010	3	80.9	17.5	200		C	M	Small_North_Of_Spitsbergen_Convergence	-			30	
121	2010-01-29T12:43	2009/2010	1	68.0	10.0	370		U	F	In_SE_off_Scandinavian_mainland	-			45	
121	2010-01-29T17:49	2009/2010	2	67.5	8.0	360		C	M	In_SE_off_Scandinavian_mainland	-			45	
121	2010-01-29T19:28	2009/2010	3	67.5	7.5	360		H	M	In_SE_off_Scandinavian_mainland	-			45	
121	2010-01-29T21:08	2009/2010	4	67.5	7.5			S	M	In_SE_off_Scandinavian_mainland	-			45	
121	2010-01-30T00:57	2009/2010	5	66.5	7.0	350		S	M	In_SE_off_Scandinavian_mainland	-			45	
121	2010-01-30T02:39	2009/2010	6	66.5	6.5	360		S	M	In_SE_off_Scandinavian_mainland	-			45	
121	2010-01-30T04:19	2009/2010	7	66.5	6.5	310		S	M	In_SE_off_Scandinavian_mainland	-			45	
122	2010-01-30T09:15	2009/2010	1	65.0	4.5	300		S	F	Reactivation_of_preceding_PL_?	-		977	36	
122	2010-01-30T12:33	2009/2010	2	63.5	3.5	230		S	F	Reactivation_of_preceding_PL_?	-		977	36	
122	2010-01-30T19:05	2009/2010	3	61.7	4.0	310		S	M	Reactivation_of_preceding_PL_?	-		977	36	
122	2010-01-30T20:44	2009/2010	4	61.2	5.0	350		S	M	Reactivation_of_preceding_PL_?	-		977	36	
122	2010-01-31T00:46	2009/2010	5	60.5	4.0			S	M	Reactivation_of_preceding_PL_?	-		977	36	
122	2010-01-31T02:28	2009/2010	6	59.8	5.5	400		S	M	Reactivation_of_preceding_PL_?	-		977	36	
122	2010-01-31T04:09	2009/2010	7	59.2	6.5	450		S	M	Reactivation_of_preceding_PL_?	-		977	36	
123	2010-02-01T08:28	2009/2010	1	63.8	5.0	310		S	M	Convective_Marginal	-		990	35	
123	2010-02-01T12:13	2009/2010	2	64.0	6.0	330		H	M	Convective_Marginal	-		990	35	
123	2010-02-01T13:53	2009/2010	3	64.0	6.0	330		C	M	Convective_Marginal	-		990	35	
123	2010-02-01T18:19	2009/2010	4	64.3	6.5	300		C	M	Convective_Marginal	-		990	35	
123	2010-02-01T19:58	2009/2010	5	64.5	6.5	330		C	M	Convective_Marginal	-		990	35	
123	2010-02-02T02:08	2009/2010	6	64.5	4.0	410		S	M	Convective_Marginal	-		990	35	
123	2010-02-02T04:58	2009/2010	7	63.8	4.0	340		S	M	Convective_Marginal	-		990	35	
123	2010-02-02T09:45	2009/2010	8	63.2	3.0	280		S	M	Convective_Marginal	-		990	35	
123	2010-02-02T13:43	2009/2010	9	62.2	2.0	290		S	M	Convective_Marginal	-		990	35	
123	2010-02-02T19:35	2009/2010	10	60.0	1.5	330		S	M	Convective_Marginal	-		990	35	
123	2010-02-02T21:15	2009/2010	11	59.5	1.5	410		S	D	Convective_Marginal	-		990	35	
124	2010-02-16T01:24	2009/2010	1	71.5	10.0	210		C	F	-	-				
124	2010-02-16T03:05	2009/2010	2	71.5	9.0	230		C	M	-	-				
124	2010-02-16T04:45	2009/2010	3	71.2	8.5	220		C	M	-	-				
124	2010-02-16T06:02	2009/2010	4	71.1	7.5	220		C	M	-	-				
124	2010-02-16T09:19	2009/2010	5	71.0	5.0	350		C	M	-	-				
124	2010-02-16T10:59	2009/2010	6	70.7	3.0	340		H - S	M	-	-				
124	2010-02-16T12:38	2009/2010	7	70.5	2.5	360		H - S	M	-	-				
124	2010-02-16T19:08	2009/2010	8	69.5	-1.0			-	D	-	-				
125	2010-02-23T09:56	2009/2010	1	69.0	-10.0	410		C	F	-	-		1011	55	
125	2010-02-23T11:35	2009/2010	2	68.5	-10.5	410		C	F	-	-		1011	55	
125	2010-02-23T13:26	2009/2010	3	68.0	-15.0	490		C	M	-	-		1011	55	
125	2010-02-23T15:10	2009/2010	4	67.5	-16.5	500		C	M	-	-		1011	55	
125	2010-02-23T19:45	2009/2010	5	67.0	-17.5	490		C	M	-	-		1011	55	
125	2010-02-23T21:25	2009/2010	6	66.5	-18.0	500		C	M	-	-		1011	55	
125	2010-02-24T03:23	2009/2010	7	66.3	-21.5	530		C	M	-	-		1011	55	
125	2010-02-24T06:10	2009/2010	8	65.5	-23.0	550		C	D	-	-		1011	55	
126	2010-03-01T14:07	2009/2010	1	66.0	1.0	280		C	F	Small_Dual_Neutral_U~20_FlorÃ¸	-		1005	39	
126	2010-03-01T19:05	2009/2010	2	65.5	1.0	310		C	M	Small_Dual_Neutral_U~20_FlorÃ¸	-		1005	39	
126	2010-03-01T20:45	2009/2010	3	65.0	2.0	300		C	M	Small_Dual_Neutral_U~20_FlorÃ¸	-		1005	39	
126	2010-03-02T02:21	2009/2010	4	63.5	2.5	330		C	M	Small_Dual_Neutral_U~20_FlorÃ¸	-		1005	39	
126	2010-03-02T05:26	2009/2010	5	63.5	3.5	350		C	M	Small_Dual_Neutral_U~20_FlorÃ¸	-		1005	39	
126	2010-03-02T08:52	2009/2010	6	63.5	4.0	360		C	M	Small_Dual_Neutral_U~20_FlorÃ¸	-		1005	39	
126	2010-03-02T10:32	2009/2010	7	63.3	4.5	330		C	M	Small_Dual_Neutral_U~20_FlorÃ¸	-		1005	39	
126	2010-03-02T13:57	2009/2010	8	62.5	6.0	310		C	D	Small_Dual_Neutral_U~20_FlorÃ¸	-		1005	39	
126.b	2010-03-01T14:07	2009/2010	1	72.0	8.0			C	F	Dual	-				
126.b	2010-03-01T19:05	2009/2010	2	70.7	8.5	310		C	M	Dual	-				
126.b	2010-03-01T20:45	2009/2010	3	70.3	8.0	310		C	M	Dual	-				
126.b	2010-03-02T02:21	2009/2010	4	69.5	5.0	370		C	M	Dual	-				
126.b	2010-03-02T05:26	2009/2010	5	68.5	4.5	410		H	M	Dual	-				
126.b	2010-03-02T08:52	2009/2010	6	68.0	4.5	410		H	M	Dual	-				
126.b	2010-03-02T10:32	2009/2010	7	67.5	4.5	420		S	M	Dual	-				
126.b	2010-03-02T13:57	2009/2010	8	67.0	3.5	360		S	D	Dual	-				
127	2010-03-04T10:16	2009/2010	1	72.5	40.0	200		C - W	F	Small	-		1000	40	
127	2010-03-04T11:55	2009/2010	2	72.7	40.0	250		C - W	M	Small	-		1000	40	
127	2010-03-04T17:56	2009/2010	3	73.5	42.0	250		C	M	Small	-		1000	40	
127	2010-03-05T01:50	2009/2010	4	73.5	44.5	270		T - S	M	Small	-		1000	40	
127	2010-03-05T03:31	2009/2010	5	74.0	45.0	320		S	M	Small	-		1000	40	
127	2010-03-05T10:06	2009/2010	6	74.0	46.0	280		S	M	Small	-		1000	40	
127	2010-03-06T01:39	2009/2010	7	72.9	47.0	210		S	M	Small	-		1000	40	
127	2010-03-06T03:21	2009/2010	8	72.7	47.5	230		S	D	Small	-		1000	40	
127	2010-03-06T08:59	2009/2010	9	72.0	46.5	230		S	D	Small	-		1000	40	
127	2010-03-06T11:35	2009/2010	10	71.5	46.0	260		S	D	Small	-		1000	40	
127.b	2010-03-04T02:00	2009/2010	1	74.8	38.0	360		U	F	Marginal	-				
127.b	2010-03-04T06:18	2009/2010	2	74.0	39.0	360		H	M	Marginal	-				
127.b	2010-03-04T08:05	2009/2010	3	73.8	39.8	300		C	M	Marginal	-				
127.b	2010-03-04T10:16	2009/2010	4	74.0	40.0	300		W	M	Marginal	-				
127.b	2010-03-04T11:55	2009/2010	5	74.5	40.5	280		W	M	Marginal	-				
128	2010-03-10T10:56	2009/2010	1	76.2	34.0	190		C	M	Marginal_moving_nw_onto_ice	-		985	35	
128	2010-03-10T12:34	2009/2010	2	76.2	35.0			-	M	Marginal_moving_nw_onto_ice	-		985	35	
128	2010-03-10T18:55	2009/2010	3	77.0	41.0	350		C	M	Marginal_moving_nw_onto_ice	-		985	35	
128	2010-03-10T23:46	2009/2010	4	77.5	40.5	380		C	M	Marginal_moving_nw_onto_ice	-		985	35	
128	2010-03-11T02:29	2009/2010	5	77.7	40.0			C	M	Marginal_moving_nw_onto_ice	-		985	35	
128	2010-03-11T04:09	2009/2010	6	78.0	40.0			-	M	Marginal_moving_nw_onto_ice	-		985	35	
129	2010-03-12T08:55	2009/2010	1	73.0	17.0	250		C	M	Multiple	-		991	35	
129	2010-03-12T12:13	2009/2010	2	72.5	18.5	320		C	M	Multiple	-		991	35	
129	2010-03-12T14:35	2009/2010	3	72.0	20.0	340		C	M	Multiple	-		991	35	
129	2010-03-12T18:09	2009/2010	4	71.5	21.0	290		H	M	Multiple	-		991	35	
129	2010-03-13T00:26	2009/2010	5	71.0	20.0	260		S	M	Multiple	-		991	35	
129	2010-03-13T03:49	2009/2010	6	70.7	18.5	300		S	M	Multiple	-		991	35	
129	2010-03-13T06:02	2009/2010	7	70.0	16.5	340		S	M	Multiple	-		991	35	
129	2010-03-13T07:55	2009/2010	8	70.0	16.5	290		U	M	Multiple	-		991	35	
129	2010-03-13T10:23	2009/2010	9	68.0	15.0	280		C	M	Multiple	-		991	35	
129	2010-03-13T12:03	2009/2010	10	67.5	13.5			-	D	Multiple	-		991	35	
129.b	2010-03-12T12:13	2009/2010	1	76.0	18.5	340		C	F	Multiple	-				
129.b	2010-03-12T14:35	2009/2010	2	75.0	16.0	340		C	M	Multiple	-				
129.b	2010-03-12T18:09	2009/2010	3	73.5	14.0	210		C	M	Multiple	-				
129.b	2010-03-13T00:26	2009/2010	4	71.0	9.5	240		C	M	Multiple	-				
129.b	2010-03-13T03:49	2009/2010	5	68.5	15.0	360		C	M	Multiple	-				
129.b	2010-03-13T06:02	2009/2010	6	67.5	15.5	420		C	M	Multiple	-				
129.b	2010-03-13T07:55	2009/2010	7	67.3	16.0	450		C	D	Multiple	-				
129.c	2010-03-13T00:26	2009/2010	1	70.7	32.5	310		U	M	Multiple	-				
129.c	2010-03-13T03:49	2009/2010	2	70.8	33.0	380		U	M	Multiple	-				
129.c	2010-03-13T06:02	2009/2010	3	71.0	32.0	380		U	M	Multiple	-				
129.c	2010-03-13T07:55	2009/2010	4	70.5	30.5	320		C	M	Multiple	-				
129.c	2010-03-13T10:23	2009/2010	5	70.0	29.5	220		C	M	Multiple	-				
129.c	2010-03-13T12:03	2009/2010	6	70.0	30.0	300		C	D	Multiple	-				
130	2010-03-14T07:17	2009/2010	1	72.5	17.5	200		C	M	Widespread_convective	-		996	37	54
130	2010-03-14T10:13	2009/2010	2	72.5	16.5	220		C	M	Widespread_convective	-		996	37	54
130	2010-03-14T11:53	2009/2010	3	72.5	15.0	220		C	M	Widespread_convective	-		996	37	54
130	2010-03-14T13:48	2009/2010	4	72.2	14.0	260		C	M	Widespread_convective	-		996	37	54
130	2010-03-14T15:27	2009/2010	5	72.2	14.0	290		H	M	Widespread_convective	-		996	37	54
130	2010-03-15T01:47	2009/2010	6	69.5	13.5	210		S	M	Widespread_convective	-		996	37	54
130	2010-03-15T03:28	2009/2010	7	69.0	13.0	250		S	M	Widespread_convective	-		996	37	54
130	2010-03-15T06:53	2009/2010	8	68.5	14.0	290		S	M	Widespread_convective	-		996	37	54
130	2010-03-15T10:03	2009/2010	9	67.7	13.5	280		S	M	Widespread_convective	-		996	37	54
130	2010-03-15T11:42	2009/2010	10	67.5	13.5	290		S	M	Widespread_convective	-		996	37	54
130	2010-03-15T13:23	2009/2010	11	67.5	14.0			-	D	Widespread_convective_Over_the_land	-		996	37	54
131	2010-03-19T04:27	2009/2010	1	75.0	15.0	260		C	F	Dual	-		994	35	
131	2010-03-19T06:57	2009/2010	2	75.0	18.0	270		C	M	Dual	-		994	35	
131	2010-03-19T09:23	2009/2010	3	75.0	18.0	260		C	M	Dual	-		994	35	
131	2010-03-19T11:02	2009/2010	4	75.0	18.5	300		C	M	Dual	-		994	35	
131	2010-03-19T12:42	2009/2010	5	74.5	18.5	390		C	M	Dual	-		994	35	
131	2010-03-19T15:07	2009/2010	6	74.2	20.0	390		C	M	Dual	-		994	35	
131.b	2010-03-19T04:27	2009/2010	1	78.0	6.5	170		U - S	F	Dual	-				
131.b	2010-03-19T06:57	2009/2010	2	78.5	5.5	180		U - S	M	Dual	-				
131.b	2010-03-19T09:23	2009/2010	3	78.0	5.0	220		S	M	Dual	-				
131.b	2010-03-19T11:02	2009/2010	4	77.8	3.0	220		S	M	Dual	-				
131.b	2010-03-19T12:42	2009/2010	5	77.5	3.0	230		S	M	Dual	-				
131.b	2010-03-19T15:07	2009/2010	6	77.5	2.0	250		S	M	Dual	-				
131.b	2010-03-19T16:47	2009/2010	7	77.3	1.5	260		S	M	Dual	-				
132	2010-03-21T00:45	2009/2010	1	67.0	9.8	270		C	M	Short_lifespan_Neutral_U~20	-		995	39	
132	2010-03-21T02:26	2009/2010	2	67.0	11.0	250		C	M	Short_lifespan_Neutral_U~20	-		995	39	
132	2010-03-21T04:29	2009/2010	3	67.0	12.8	260		C	M	Short_lifespan_Neutral_U~20	-		995	39	
132	2010-03-21T06:10	2009/2010	4	67.0	13.8	260		C	M	Short_lifespan_Neutral_U~20	-		995	39	
133	2010-03-23T16:51	2009/2010	1	71.0	-5.5	440		C	F	Comma_Later_PL	-		1012		
133	2010-03-24T01:55	2009/2010	2	71.3	-3.5	490		C	M	Comma_Later_PL	-		1012		
133	2010-03-24T05:16	2009/2010	3	71.5	-2.0	470		C	M	Comma_Later_PL	-		1012		
133	2010-03-24T10:11	2009/2010	4	72.0	0.5	410		C	M	Comma_Later_PL	-		1012		
133	2010-03-24T13:31	2009/2010	5	72.1	3.0	400		C	M	Comma_Later_PL	-		1012		
133	2010-03-24T16:27	2009/2010	6	72.5	6.0	400		C	M	Comma_Later_PL	-		1012		
133	2010-03-25T01:45	2009/2010	7	73.0	14.0	490		S	M	Comma_Later_PL	-		1012		
133	2010-03-25T05:06	2009/2010	8	73.0	15.5	510		S	M	Comma_Later_PL	-		1012		
133	2010-03-25T07:53	2009/2010	9	72.7	17.0	510		S	M	Comma_Later_PL	-		1012		
133	2010-03-25T10:01	2009/2010	10	72.6	18.5	490		S	M	Comma_Later_PL	-		1012		
133	2010-03-25T14:23	2009/2010	11	72.5	22.0	390		S	M	Comma_Later_PL	-		1012		
133	2010-03-25T18:06	2009/2010	12	72.3	23.0	360		S	D	Comma_Later_PL	-		1012		
134	2010-03-26T11:30	2009/2010	1	73.5	26.7	310		S	M	Baroclinic_U~20_Reversed	-		1005	35	
134	2010-03-26T13:59	2009/2010	2	73.5	25.0	310		S	M	Baroclinic_U~20_Reversed	-		1005	35	
134	2010-03-26T15:39	2009/2010	3	73.5	24.0	360		S	M	Baroclinic_U~20_Reversed	-		1005	35	
134	2010-03-27T01:24	2009/2010	4	72.0	20.5	380		S	M	Baroclinic_U~20_Reversed	-		1005	35	
134	2010-03-27T03:05	2009/2010	5	72.0	20.0	410		S	M	Baroclinic_U~20_Reversed	-		1005	35	
134	2010-03-27T04:45	2009/2010	6	71.5	20.0	410		S	M	Baroclinic_U~20_Reversed	-		1005	35	
134	2010-03-27T06:24	2009/2010	7	71.3	18.0	400		S	M	Baroclinic_U~20_Reversed	-		1005	35	
134	2010-03-27T09:40	2009/2010	8	71.2	16.5	340		S	M	Baroclinic_U~20_Reversed	-		1005	35	
134	2010-03-27T13:00	2009/2010	9	71.0	14.5	340		S	M	Baroclinic_U~20_Reversed	-		1005	35	
134	2010-03-27T15:15	2009/2010	10	71.0	13.8	290		S	M	Baroclinic_U~20_Reversed	-		1005	35	
135	2010-04-23T03:28	2009/2010	1	71.0	2.5	260		C	F	Baroclinic_Reversed_Marginal	-		1005	35	
135	2010-04-23T05:08	2009/2010	2	71.0	2.0	290		C	M	Baroclinic_Reversed_Marginal	-		1005	35	
135	2010-04-23T06:17	2009/2010	3	71.0	1.5	290		C	M	Baroclinic_Reversed_Marginal	-		1005	35	
135	2010-04-23T07:56	2009/2010	4	71.2	2.0	290		C	M	Baroclinic_Reversed_Marginal	-		1005	35	
135	2010-04-23T10:03	2009/2010	5	71.2	2.0	310		H	M	Baroclinic_Reversed_Marginal	-		1005	35	
135	2010-04-23T13:23	2009/2010	6	71.2	1.5	390		H	M	Baroclinic_Reversed_Marginal	-		1005	35	
135	2010-04-23T16:06	2009/2010	7	71.5	0.2	390		C	M	Baroclinic_Reversed_Marginal	-		1005	35	
136	2010-05-31T14:14	2009/2010	1	69.8	15.0	190		U	F	One_fatality_Neutral_Baroclinic	-		1008	40	
136	2010-05-31T15:54	2009/2010	2	70.1	17.5	210		C	M	One_fatality_Neutral_Baroclinic	-		1008	40	
137	2010-10-11T10:44	2010/2011	1	74.0	16.0	320		U	M	Baroclinic_Season_starts	-			41	
137	2010-10-11T12:24	2010/2011	2	73.5	16.5	400		H	M	Baroclinic_Season_starts	-			41	
137	2010-10-11T14:17	2010/2011	3	72.5	16.5	360		S	M	Baroclinic_Season_starts	-			41	
137	2010-10-11T15:57	2010/2011	4	71.8	16.5	380		S	M	Baroclinic_Season_starts	-			41	
138	2010-10-19T01:06	2010/2011	1	75.0	7.0	300		C	F	Convergence_Reversed_Single	-		?985		
138	2010-10-19T02:48	2010/2011	2	75.0	7.5	280		C	F	Convergence_Reversed_Single	-		?985		
138	2010-10-19T04:28	2010/2011	3	74.0	7.0	300		C	M	Convergence_Reversed_Single	-		?985		
138	2010-10-19T06:16	2010/2011	4	73.0	6.0	310		C - T	M	Convergence_Reversed_Single	-		?985		
138	2010-10-19T07:54	2010/2011	5	72.3	6.5	310		S - T	M	Convergence_Reversed_Single	-		?985		
138	2010-10-19T09:23	2010/2011	6	72.0	7.5	240		S	M	Convergence_Reversed_Single	-		?985		
138	2010-10-19T11:02	2010/2011	7	71.5	8.5	200		S	M	Convergence_Reversed_Single	-		?985		
138	2010-10-19T12:42	2010/2011	8	71.5	10.3	200		S	M	Convergence_Reversed_Single	-		?985		
138	2010-10-19T14:25	2010/2011	9	71.5	12.5	200		H	M	Convergence_Reversed_Single	-		?985		
138	2010-10-19T16:04	2010/2011	10	71.5	14.0	280		S	M	Convergence_Reversed_Single	-		?985		
139	2010-11-07T09:36	2010/2011	1	72.0	15.0			-	F	Small_Baroclinic_Weakly_reversed_but_troughlike	-		987	37	
139	2010-11-07T11:06	2010/2011	2	71.8	15.5	220		H - S	M	Small_Baroclinic_Weakly_reversed_but_troughlike	-		987	37	
139	2010-11-07T12:46	2010/2011	3	71.8	15.5	250		H - S	M	Small_Baroclinic_Weakly_reversed_but_troughlike	-		987	37	
139	2010-11-07T16:10	2010/2011	4	71.5	16.0	250		H - S	M	Small_Baroclinic_Weakly_reversed_but_troughlike	-		987	37	
139	2010-11-07T17:50	2010/2011	5	71.2	16.0	250		H - S	M	Small_Baroclinic_Weakly_reversed_but_troughlike	-		987	37	
139	2010-11-08T01:00	2010/2011	6	70.3	18.5	320		S	M	Small_Baroclinic_Weakly_reversed_but_troughlike	-		987	37	
139	2010-11-08T02:41	2010/2011	7	70.1	19.0	320		S	M	Small_Baroclinic_Weakly_reversed_but_troughlike	-		987	37	
139	2010-11-08T04:22	2010/2011	8	70.0	19.5	290		S	M	Small_Baroclinic_Weakly_reversed_but_troughlike	-		987	37	
139	2010-11-08T06:02	2010/2011	9	69.5	19.0	270		S	M	Small_Baroclinic_Weakly_reversed_but_troughlike	-		987	37	
140	2010-11-09T04:11	2010/2011	1	73.6	17.0	340		C	F	Single_Baroclinic	-		1000	45	
140	2010-11-09T07:32	2010/2011	2	73.5	20.5	440		C	M	Single_Baroclinic	-		1000	45	
140	2010-11-09T09:13	2010/2011	3	73.5	23.0	440		C	M	Single_Baroclinic	-		1000	45	
140	2010-11-09T10:45	2010/2011	4	73.5	25.0	440		C	M	Single_Baroclinic	-		1000	45	
140	2010-11-09T12:25	2010/2011	5	73.1	26.0	440		C	M	Single_Baroclinic	-		1000	45	
140	2010-11-09T15:47	2010/2011	6	73.5	28.0	470		C	M	Single_Baroclinic	-		1000	45	
140	2010-11-09T17:26	2010/2011	7	74.0	31.0	480		C	M	Single_Baroclinic	-		1000	45	
140	2010-11-10T00:39	2010/2011	8	74.5	39.5	410		C	M	Single_Baroclinic	-		1000	45	
140	2010-11-10T02:21	2010/2011	9	75.0	41.0	410		H	M	Single_Baroclinic	-		1000	45	
141	2010-11-21T10:22	2010/2011	1	77.1	19.0	350		C	F	Baroclinic_almost_synopic	-				
141	2010-11-21T12:01	2010/2011	2	77.0	21.0	400		C	F	Baroclinic_almost_synopic	-				
141	2010-11-21T16:45	2010/2011	3	75.0	30.0	470		C	M	Baroclinic_almost_synopic	-				
141	2010-11-22T00:14	2010/2011	4	72.1	34.0	700		S	M	Baroclinic_almost_synopic	-				
141	2010-11-22T01:56	2010/2011	5	71.7	35.0	670		S	M	Baroclinic_almost_synopic	-				
141	2010-11-22T03:37	2010/2011	6	71.5	37.0	650		S	M	Baroclinic_almost_synopic	-				
141	2010-11-22T06:38	2010/2011	7	70.6	38.0	700		S	M	Baroclinic_almost_synopic	-				
141	2010-11-22T08:19	2010/2011	8	70.0	40.0	730		S	M	Baroclinic_almost_synopic	-				
141	2010-11-22T10:12	2010/2011	9	70.0	40.0	800		S	M	Baroclinic_almost_synopic	-				
141	2010-11-22T11:51	2010/2011	10	69.7	40.0			S	M	Baroclinic_almost_synopic	-				
141	2010-11-22T16:33	2010/2011	11	68.6	41.5	1200		S	D	Baroclinic_almost_synopic	-				
141	2010-11-23T01:46	2010/2011	12	65.3	41.0			S	D	Baroclinic_almost_synopic	-				
